index,sentenca_original,sentenca_processada1,classificacao,sentenca_processada2,entidades_nomeadas,adjetivos,triggers,intensifiers,modifiers,quotation_marks,repeated_punctuation,letters_repetition,word_repetition
641,"[Sujeitinho]P5 nojo,,, ainda tem a petulância de reclamar, oras,,, que vá para aquele lugar e leve junto sua corja da bancada que lhe pertence, principalmente aqueles da religião dele que são os que mais manobram para protege-lo.","Sujeitinho nojo,,, ainda tem a petulância de reclamar, oras,,, que vá para aquele lugar e leve junto sua corja da bancada que lhe pertence, principalmente aqueles da religião dele que são os que mais manobram para protege-lo.",0,Sujeitinho nojo ainda tem a petulância de reclamar oras que vá para aquele lugar e leve junto sua corja da bancada que lhe pertence principalmente aqueles da religião dele que são os que mais manobram para protegelo,0,0,1,0,1,0,0,0,1
642,Amém !,Amém !,0,Amém ,0,0,0,0,0,0,0,0,0
643,"- Sistema falido, pessoa falida moralmente!","- Sistema falido, pessoa falida moralmente!",0, Sistema falido pessoa falida moralmente,0,0,1,0,0,0,0,1,0
644,e pior de tudo é que é verdade.,e pior de tudo é que é verdade.,0,e pior de tudo é que é verdade,0,0,1,0,1,0,0,0,0
646,[Tadinha]P5 tanta pena!,Tadinha tanta pena!,0,Tadinha tanta pena,0,0,1,0,1,0,0,0,0
649,"> Governo do cabresto, sempre puxa uma sardinha, pra cá e pra lá, pra lá e pra cá, não é assim, gente sapiens?","> Governo do cabresto, sempre puxa uma sardinha, pra cá e pra lá, pra lá e pra cá, não é assim, gente sapiens?",0, Governo do cabresto sempre puxa uma sardinha pra cá e pra lá pra lá e pra cá não é assim gente sapiens,0,0,1,0,1,0,0,0,0
650,"Agradar a todos, bolsa, cota, dinheiro.","Agradar a todos, bolsa, cota, dinheiro.",0,Agradar a todos bolsa cota dinheiro,0,0,1,0,1,0,0,0,0
651,Quem quer dinheiro?,Quem quer dinheiro?,0,Quem quer dinheiro,0,0,1,0,1,0,0,0,1
652,"Lembra programa de tv, que dava dinheiro ao auditório, somos o auditório do governo, agrado para pobres bolsistas, ricos empresários e também para os políticos corruptos, é claro, deles dependem aprovações.","Lembra programa de tv, que dava dinheiro ao auditório, somos o auditório do governo, agrado para pobres bolsistas, ricos empresários e também para os políticos corruptos, é claro, deles dependem aprovações.",0,Lembra programa de tv que dava dinheiro ao auditório somos o auditório do governo agrado para pobres bolsistas ricos empresários e também para os políticos corruptos é claro deles dependem aprovações,0,0,1,0,1,0,0,0,0
654,"O governo governa para ser, estar e permanecer no governo.","O governo governa para ser, estar e permanecer no governo.",0,O governo governa para ser estar e permanecer no governo,0,0,1,0,1,0,0,0,1
655,Essa verba partidária tem que acabar.,Essa verba partidária tem que acabar.,0,Essa verba partidária tem que acabar,0,0,1,0,0,0,0,0,0
656,Os filiados devem manter os partidos e não os nossos impostos.,Os filiados devem manter os partidos e não os nossos impostos.,0,Os filiados devem manter os partidos e não os nossos impostos,0,0,1,0,1,0,0,0,0
662,"Mas, será que vocês não entendem?","Mas, será que vocês não entendem?",0,Mas será que vocês não entendem,0,0,1,0,1,0,0,0,0
663,"Está proibido o financiamento empresarial de campanha, também dos caixa-dois oriundos de corrupção (operação lava-jato).","Está proibido o financiamento empresarial de campanha, também dos caixa-dois oriundos de corrupção (operação lava-jato).",0,Está proibido o financiamento empresarial de campanha também dos caixadois oriundos de corrupção operação lavajato,0,0,1,0,1,0,0,1,0
664,"Por isso a aprovação desse valor, que é pequeno em relação aos roubos até agora descobertos.","Por isso a aprovação desse valor, que é pequeno em relação aos roubos até agora descobertos.",0,Por isso a aprovação desse valor que é pequeno em relação aos roubos até agora descobertos,0,0,1,0,1,0,0,0,0
665,"Dinheiro curto para eleições, o que é bom, pois os candidatos terão de fazer campanha casa a casa.","Dinheiro curto para eleições, o que é bom, pois os candidatos terão de fazer campanha casa a casa.",0,Dinheiro curto para eleições o que é bom pois os candidatos terão de fazer campanha casa a casa,0,1,1,0,1,0,0,0,0
666,"É preciso aprovar o financiamento público de campanha, para que qualquer pessoa possa se candidatar.","É preciso aprovar o financiamento público de campanha, para que qualquer pessoa possa se candidatar.",0,É preciso aprovar o financiamento público de campanha para que qualquer pessoa possa se candidatar,0,0,1,0,1,0,0,1,0
667,"Vamos melhorar o Congresso, com novas caras.","Vamos melhorar o Congresso, com novas caras.",0,Vamos melhorar o Congresso com novas caras,0,0,1,0,1,0,0,0,0
669,Descaramento e escárnio com a população.,Descaramento e escárnio com a população.,0,Descaramento e escárnio com a população,0,0,1,0,1,0,0,0,0
670,"Aumenta e mantém a VERGONHOSA barganha com a montoeira de partidos políticos inúteis, que mereciam estar no lixo e não fazendo farra, demagogia e tenebrosas negociações com o dinheiro pela população.","Aumenta e mantém a VERGONHOSA barganha com a montoeira de partidos políticos inúteis, que mereciam estar no lixo e não fazendo farra, demagogia e tenebrosas negociações com o dinheiro pela população.",0,Aumenta e mantém a VERGONHOSA barganha com a montoeira de partidos políticos inúteis que mereciam estar no lixo e não fazendo farra demagogia e tenebrosas negociações com o dinheiro pela população,0,0,1,0,1,0,0,1,0
671,Não bastasse isso ainda insiste em CPMF sem reduzir os gastos supérfluos do Governo e do Congresso.,Não bastasse isso ainda insiste em CPMF sem reduzir os gastos supérfluos do Governo e do Congresso.,0,Não bastasse isso ainda insiste em CPMF sem reduzir os gastos supérfluos do Governo e do Congresso,0,0,1,0,1,0,0,0,0
674,Todo mundo duro e  essa incompetente  permite que os partidos queimem nosso dinheiro.,Todo mundo duro e  essa incompetente  permite que os partidos queimem nosso dinheiro.,0,Todo mundo duro e  essa incompetente  permite que os partidos queimem nosso dinheiro,0,0,1,0,1,0,0,0,0
675,"E com essa medida, ela que tanto se [""preocupa""]P1 com as finanças públicas, dá as costas ao ajuste fiscal e compra o apoio de que precisa no Congresso, para se livrar do impeachment.","E com essa medida, ela que tanto se [""preocupa""]P1 com as finanças públicas, dá as costas ao ajuste fiscal e compra o apoio de que precisa no Congresso, para se livrar do impeachment.",0,E com essa medida ela que tanto se preocupaP1 com as finanças públicas dá as costas ao ajuste fiscal e compra o apoio de que precisa no Congresso para se livrar do impeachment,0,0,1,0,1,1,0,0,0
676,Essa é maneira petista de fazer política.,Essa é maneira petista de fazer política.,0,Essa é maneira petista de fazer política,0,0,1,0,1,0,0,0,0
677,E ainda querem ressuscitar a cpmf...,E ainda querem ressuscitar a cpmf...,0,E ainda querem ressuscitar a cpmf,0,0,1,0,1,0,1,0,0
678,para pagar os parasitas,para pagar os parasitas,0,para pagar os parasitas,0,0,1,0,1,0,0,0,0
679,"Nosso dinheiro para partidos políticos, para estes vagabundos se regalarem e rirem às nossas custas.","Nosso dinheiro para partidos políticos, para estes vagabundos se regalarem e rirem às nossas custas.",0,Nosso dinheiro para partidos políticos para estes vagabundos se regalarem e rirem às nossas custas,0,0,1,0,1,0,0,0,0
685,Ao menos parece o recado dado. <opiniao_naoironica></sentence>,Ao menos parece o recado dado. <opiniao_naoironica></sentence>,0,Ao menos parece o recado dado opiniao_naoironicasentence,0,0,1,0,1,0,0,0,0
686,"Diz o ditado popular que [""quem atira com pólvora alheia, atira até em borboletas""]P1.","Diz o ditado popular que [""quem atira com pólvora alheia, atira até em borboletas""]P1.",0,Diz o ditado popular que quem atira com pólvora alheia atira até em borboletasP1,1,0,1,0,1,1,0,0,0
687,Será se algum dia nós contribuintes tomaremos consciência de que esse dinheiro é nosso e não do governo?,Será se algum dia nós contribuintes tomaremos consciência de que esse dinheiro é nosso e não do governo?,0,Será se algum dia nós contribuintes tomaremos consciência de que esse dinheiro é nosso e não do governo,0,0,1,0,1,0,0,0,0
690,"Cortes no FIES, no Pronatec, no [""Minha Casa Minha Vida""]P1, no Ministério da Educação.....</opiniao>","Cortes no FIES, no Pronatec, no [""Minha Casa Minha Vida""]P1, no Ministério da Educação.....</opiniao>",0,Cortes no FIES no Pronatec no Minha Casa Minha VidaP1 no Ministério da Educaçãoopiniao,0,0,1,0,1,1,1,0,0
692,"O povo que é eleitor deste governo, infelizmente não acessam estas informações porque é conveniente mantê-los alienados e emburrecidos para tomar de saque o país, já lesaram os cofres públicos, ainda querem pegar de onde não existe, com impostos nem criados nem aprovados, onde está a Justiça do país, estarão de acordo com todas estas calamidades e ilicitudes?","O povo que é eleitor deste governo, infelizmente não acessam estas informações porque é conveniente mantê-los alienados e emburrecidos para tomar de saque o país, já lesaram os cofres públicos, ainda querem pegar de onde não existe, com impostos nem criados nem aprovados, onde está a Justiça do país, estarão de acordo com todas estas calamidades e ilicitudes?",0,O povo que é eleitor deste governo infelizmente não acessam estas informações porque é conveniente mantêlos alienados e emburrecidos para tomar de saque o país já lesaram os cofres públicos ainda querem pegar de onde não existe com impostos nem criados nem aprovados onde está a Justiça do país estarão de acordo com todas estas calamidades e ilicitudes,1,0,1,0,1,0,0,1,0
693,"Estamos falando da vida de uma nação e de uma parte da história do Brasil, que será narrada com citações e nomes de todos os partícipes.","Estamos falando da vida de uma nação e de uma parte da história do Brasil, que será narrada com citações e nomes de todos os partícipes.",0,Estamos falando da vida de uma nação e de uma parte da história do Brasil que será narrada com citações e nomes de todos os partícipes,1,0,1,0,1,0,0,0,0
697,"A posição da  presidente  é estranha, estamos em crise e  ela  aumenta os gastos para distribuir  aos partidos, onde estão as promessas de redução de ministérios , dos funcionários comissionados etc,etc?","A posição da  presidente  é estranha, estamos em crise e  ela  aumenta os gastos para distribuir  aos partidos, onde estão as promessas de redução de ministérios , dos funcionários comissionados etc,etc?",0,A posição da  presidente  é estranha estamos em crise e  ela  aumenta os gastos para distribuir  aos partidos onde estão as promessas de redução de ministérios  dos funcionários comissionados etcetc,0,0,1,0,1,0,0,1,0
698,nada foi feito.,nada foi feito.,0,nada foi feito,0,0,0,0,0,0,0,0,0
699,Como o contribuinte (real proprietário deste numerário) autorizaria o gasto de mais de 800 milhões de Reais?,Como o contribuinte (real proprietário deste numerário) autorizaria o gasto de mais de 800 milhões de Reais?,0,Como o contribuinte real proprietário deste numerário autorizaria o gasto de mais de 800 milhões de Reais,0,0,1,0,1,0,0,0,0
701,O contribuinte pode decidir isto?,O contribuinte pode decidir isto?,0,O contribuinte pode decidir isto,0,0,1,0,1,0,0,0,0
704,Cadê o meu comentário!!???,Cadê o meu comentário!!???,0,Cadê o meu comentário,0,0,1,0,1,0,1,0,1
705,sumiu!,sumiu!,0,sumiu,0,0,0,0,0,0,0,0,0
711,Quem poderia bloquear isso?,Quem poderia bloquear isso?,0,Quem poderia bloquear isso,0,0,1,0,1,0,0,0,0
715,Cambadas de aproveitadores!!,Cambadas de aproveitadores!!,0,Cambadas de aproveitadores,1,0,1,0,1,0,1,0,1
716,A carga tributária mais alta do mundo para bancar esses incompetentes!!,A carga tributária mais alta do mundo para bancar esses incompetentes!!,0,A carga tributária mais alta do mundo para bancar esses incompetentes,0,0,1,1,1,0,1,0,1
720,Senhores mais uma vez: este governo nos exclui!,Senhores mais uma vez: este governo nos exclui!,0,Senhores mais uma vez este governo nos exclui,0,0,1,0,1,0,0,0,0
721,"não há mais o que comentar apenas quero incentiva-los a dar um pequeno troco, não será para nossa satisfação mas, para mostrar que ainda não somos mortos-vivos!","não há mais o que comentar apenas quero incentiva-los a dar um pequeno troco, não será para nossa satisfação mas, para mostrar que ainda não somos mortos-vivos!",0,não há mais o que comentar apenas quero incentivalos a dar um pequeno troco não será para nossa satisfação mas para mostrar que ainda não somos mortosvivos,0,0,1,0,1,0,0,0,0
722,"Ano de eleição, oportunidade de mostrar sua indignação e vergonha; se não houver candidato em que acredite, não exerça seu direito, ou não compareça ou escolha um numero que não representa candidato algum.","Ano de eleição, oportunidade de mostrar sua indignação e vergonha; se não houver candidato em que acredite, não exerça seu direito, ou não compareça ou escolha um numero que não representa candidato algum.",0,Ano de eleição oportunidade de mostrar sua indignação e vergonha se não houver candidato em que acredite não exerça seu direito ou não compareça ou escolha um numero que não representa candidato algum,0,0,1,0,1,0,0,0,0
723,"Talvez, esta não seja a solução; os nossos polithicos não deixaram opção não escolha.","Talvez, esta não seja a solução; os nossos polithicos não deixaram opção não escolha.",0,Talvez esta não seja a solução os nossos polithicos não deixaram opção não escolha,0,0,1,0,1,0,0,0,0
724,"Precisamos de dinheiro na saúde, educação e segurança, não para essa escola de bandidos.","Precisamos de dinheiro na saúde, educação e segurança, não para essa escola de bandidos.",0,Precisamos de dinheiro na saúde educação e segurança não para essa escola de bandidos,0,0,1,0,1,0,0,0,0
725,"Partidos políticos para que, se não tem nenhuma ideologia, ética e conhecimento das relações sociais, mas apenas dos métodos de enriquecimento ilícito, desvio de dinheiro público, falcatruas e propinas.","Partidos políticos para que, se não tem nenhuma ideologia, ética e conhecimento das relações sociais, mas apenas dos métodos de enriquecimento ilícito, desvio de dinheiro público, falcatruas e propinas.",0,Partidos políticos para que se não tem nenhuma ideologia ética e conhecimento das relações sociais mas apenas dos métodos de enriquecimento ilícito desvio de dinheiro público falcatruas e propinas,0,0,1,0,1,0,0,0,0
726,E ainda querem financiamento para isso.,E ainda querem financiamento para isso.,0,E ainda querem financiamento para isso,0,0,1,0,1,0,0,0,0
727,Chega!!!,Chega!!!,0,Chega,0,0,0,0,0,0,1,0,1
728,Acabem com essa pouca-vergonha!,Acabem com essa pouca-vergonha!,0,Acabem com essa poucavergonha,0,0,1,0,1,0,0,0,0
729,"Cada interessado que queira ser político e eleito pelo povo que pague de seu bolso esse custo, não do meu dinheiro, do seu!!","Cada interessado que queira ser político e eleito pelo povo que pague de seu bolso esse custo, não do meu dinheiro, do seu!!",0,Cada interessado que queira ser político e eleito pelo povo que pague de seu bolso esse custo não do meu dinheiro do seu,0,0,1,0,1,0,1,1,1
730,Quase 1 bi para fundo partidário?????,Quase 1 bi para fundo partidário?????,0,Quase 1 bi para fundo partidário,0,0,1,0,0,0,1,0,1
731,PQP.,PQP.,0,PQP,0,0,0,0,0,0,0,0,0
732,Fora as emendas parlamentares e outras cositas individuais.,Fora as emendas parlamentares e outras cositas individuais.,0,Fora as emendas parlamentares e outras cositas individuais,0,0,1,0,1,0,0,0,0
733,Como custa caro para nós manter este desgoverno no poder...,Como custa caro para nós manter este desgoverno no poder...,0,Como custa caro para nós manter este desgoverno no poder,0,0,1,0,1,0,1,0,0
734,"Se não bastasse a própria imcompetência, ainda resta a má-fé.","Se não bastasse a própria imcompetência, ainda resta a má-fé.",0,Se não bastasse a própria imcompetência ainda resta a máfé,0,0,1,0,1,0,0,0,0
735,*incompetência,*incompetência,0,incompetência,0,0,0,0,0,0,0,0,0
737,(com o nosso dinheiro).,(com o nosso dinheiro).,0,com o nosso dinheiro,0,0,1,0,1,0,0,0,0
738,"Algo que realmente nao merecia um centavo do dinheiro do povo, ela mantem, mas é uma mequetrefe mesmo!!!!","Algo que realmente nao merecia um centavo do dinheiro do povo, ela mantem, mas é uma mequetrefe mesmo!!!!",0,Algo que realmente nao merecia um centavo do dinheiro do povo ela mantem mas é uma mequetrefe mesmo,0,0,1,0,1,0,1,0,1
741,Além da nossa carga tributária ser enorme e de não recebermos quase nada de retorno ainda temos que sustentar [esses [partidinhos]P2]P7 políticos saphados.,Além da nossa carga tributária ser enorme e de não recebermos quase nada de retorno ainda temos que sustentar esses partidinhos políticos saphados.,0,Além da nossa carga tributária ser enorme e de não recebermos quase nada de retorno ainda temos que sustentar esses partidinhos políticos saphados,0,0,1,0,1,0,0,0,0
743,Vamos acabar com o rhoubo institucionalizado do nosso suado [dinheirinho]P5...,Vamos acabar com o rhoubo institucionalizado do nosso suado dinheirinho...,0,Vamos acabar com o rhoubo institucionalizado do nosso suado dinheirinho,0,0,1,0,1,0,1,0,0
744,Mais uma farra do desgoverno federal!,Mais uma farra do desgoverno federal!,0,Mais uma farra do desgoverno federal,0,0,1,0,1,0,0,1,0
745,Gastança com dinheiro público para patrocinar os partidos que estão alheios às necessidades da população.,Gastança com dinheiro público para patrocinar os partidos que estão alheios às necessidades da população.,0,Gastança com dinheiro público para patrocinar os partidos que estão alheios às necessidades da população,0,0,1,0,1,0,0,1,0
746,"Se não é, é mais [""cala boca""]P1 para a Dona Dilma manter-se no poder.","Se não é, é mais [""cala boca""]P1 para a Dona Dilma manter-se no poder.",0,Se não é é mais cala bocaP1 para a Dona Dilma manterse no poder,1,0,1,0,1,1,0,0,0
747,Estamos preparados para votar e fazer campanha.,Estamos preparados para votar e fazer campanha.,0,Estamos preparados para votar e fazer campanha,0,0,1,0,1,0,0,0,0
748,Todo mundo sabe que a grande preocupação desse gente não o agora é sim 2018.,Todo mundo sabe que a grande preocupação desse gente não o agora é sim 2018.,0,Todo mundo sabe que a grande preocupação desse gente não o agora é sim 2018,0,0,1,0,1,0,0,0,0
749,O Brasil real estar só esperando para ir pra ruas.,O Brasil real estar só esperando para ir pra ruas.,0,O Brasil real estar só esperando para ir pra ruas,1,0,1,0,1,0,0,0,0
750,"O Brasil dessa gente só resta tramar, tramar , tramar...........","O Brasil dessa gente só resta tramar, tramar , tramar...........",0,O Brasil dessa gente só resta tramar tramar  tramar,1,0,1,0,1,0,1,0,1
751,Estamos preparados para votar e fazer campanha.,Estamos preparados para votar e fazer campanha.,0,Estamos preparados para votar e fazer campanha,0,0,1,0,1,0,0,0,0
752,Todo mundo sabe que a grande preocupação desse gente não o agora é sim 2018.,Todo mundo sabe que a grande preocupação desse gente não o agora é sim 2018.,0,Todo mundo sabe que a grande preocupação desse gente não o agora é sim 2018,0,0,1,0,1,0,0,0,0
753,"Em 2018 Lula, o grande, será reeleito pelo povo brasileiro.","Em 2018 Lula, o grande, será reeleito pelo povo brasileiro.",0,Em 2018 Lula o grande será reeleito pelo povo brasileiro,1,0,1,0,1,0,0,0,0
754,Conte com nosso voto!,Conte com nosso voto!,0,Conte com nosso voto,0,0,1,0,1,0,0,0,0
756,Dá vontade de rir desse  zé galinha .,Dá vontade de rir desse  zé galinha .,0,Dá vontade de rir desse  zé galinha ,0,0,1,0,1,0,0,0,0
757,Não há plano A em plano B para o peteh.,Não há plano A em plano B para o peteh.,0,Não há plano A em plano B para o peteh,0,0,1,0,1,0,0,0,0
758,"O partido está liquidado politicamente e seu  candidato predileto  mais ainda, isto é, se tiver livre para o disputar, o que não será o caso.","O partido está liquidado politicamente e seu  candidato predileto  mais ainda, isto é, se tiver livre para o disputar, o que não será o caso.",0,O partido está liquidado politicamente e seu  candidato predileto  mais ainda isto é se tiver livre para o disputar o que não será o caso,0,0,1,0,1,0,0,0,0
759,Fora peteh.,Fora peteh.,0,Fora peteh,0,0,0,0,0,0,0,0,0
760,Fora ccorjjaa!,Fora ccorjjaa!,0,Fora ccorjjaa,0,0,0,0,0,0,0,1,0
762,Isto mostra como uma facção usou da política para roubar milhões de brasileiros.,Isto mostra como uma facção usou da política para roubar milhões de brasileiros.,0,Isto mostra como uma facção usou da política para roubar milhões de brasileiros,0,0,1,0,1,0,0,0,0
763,"Foi tudo uma enganação na qual usou-se dos motes distribuição de renda, destruição do imperialismo americano, emancipação dos pobres.","Foi tudo uma enganação na qual usou-se dos motes distribuição de renda, destruição do imperialismo americano, emancipação dos pobres.",0,Foi tudo uma enganação na qual usouse dos motes distribuição de renda destruição do imperialismo americano emancipação dos pobres,0,0,1,0,1,0,0,0,0
764,Tudo mentira.,Tudo mentira.,0,Tudo mentira,0,0,1,0,1,0,0,0,0
765,"A próxima investigação deveria recair sobre o programa [""mais médicos""]P1.","A próxima investigação deveria recair sobre o programa [""mais médicos""]P1.",0,A próxima investigação deveria recair sobre o programa mais médicosP1,0,0,1,0,1,1,0,0,0
766,Com certeza essa foi uma falcatrua para trazer dinheiro para o PT.,Com certeza essa foi uma falcatrua para trazer dinheiro para o PT.,0,Com certeza essa foi uma falcatrua para trazer dinheiro para o PT,1,0,1,0,1,0,0,0,0
767,Estes bilhões de reais foram para Cuba e parte voltou para o partido.,Estes bilhões de reais foram para Cuba e parte voltou para o partido.,0,Estes bilhões de reais foram para Cuba e parte voltou para o partido,1,0,1,0,1,0,0,0,0
768,hahahah hahahh - hahah - hahah -,hahahah hahahh - hahah - hahah -,0,hahahah hahahh  hahah  hahah ,1,0,0,0,0,0,0,1,0
769,Analisem bem esse absurdo....como pode alguém ser Plano A de algo se nem na rua pode sair que será vaiado!,Analisem bem esse absurdo....como pode alguém ser Plano A de algo se nem na rua pode sair que será vaiado!,0,Analisem bem esse absurdocomo pode alguém ser Plano A de algo se nem na rua pode sair que será vaiado,0,0,1,0,1,0,1,0,0
770,Essa defesa do impossível é heróica mas está com seus dias contados!,Essa defesa do impossível é heróica mas está com seus dias contados!,0,Essa defesa do impossível é heróica mas está com seus dias contados,0,1,1,0,1,0,0,0,0
771,Nosso sistema político já era!,Nosso sistema político já era!,0,Nosso sistema político já era,0,0,1,0,0,0,0,0,0
772,"Pouquíssimos políticos realmente honestos....federal, estadual ou municipal...pobre Brasil!","Pouquíssimos políticos realmente honestos....federal, estadual ou municipal...pobre Brasil!",0,Pouquíssimos políticos realmente honestosfederal estadual ou municipalpobre Brasil,0,0,1,0,1,0,1,0,0
773,"[Esse cara]P7 fala para os filiados do pt, não para o povo brasileiro.","Esse cara fala para os filiados do pt, não para o povo brasileiro.",0,Esse cara fala para os filiados do pt não para o povo brasileiro,0,0,1,0,1,0,0,0,0
776,"Antes, durante o regime militar, até que enganava com isso, mas agora nem tem como.","Antes, durante o regime militar, até que enganava com isso, mas agora nem tem como.",0,Antes durante o regime militar até que enganava com isso mas agora nem tem como,0,0,1,0,1,0,0,0,0
778,Sensato cravou na mosca e o partido até lá já terá sido extinto.,Sensato cravou na mosca e o partido até lá já terá sido extinto.,0,Sensato cravou na mosca e o partido até lá já terá sido extinto,0,0,1,0,1,0,0,0,0
781,"Para o sr. Luis Inácio, o PT, que já foi o único partido no qual a militância verdadeiramente debatia temas políticos, hoje, não passa de massa de manobra...","Para o sr. Luis Inácio, o PT, que já foi o único partido no qual a militância verdadeiramente debatia temas políticos, hoje, não passa de massa de manobra...",0,Para o sr Luis Inácio o PT que já foi o único partido no qual a militância verdadeiramente debatia temas políticos hoje não passa de massa de manobra,1,0,1,0,1,0,1,1,0
783,"Sabem que o  Sr. Barba  está prestes a ser pego pela Lava-Jato, e agora já estão preparando o argumento da [""perseguição política""]P1 pra jogar na cara do Ministério Público.","Sabem que o  Sr. Barba  está prestes a ser pego pela Lava-Jato, e agora já estão preparando o argumento da [""perseguição política""]P1 pra jogar na cara do Ministério Público.",0,Sabem que o  Sr Barba  está prestes a ser pego pela LavaJato e agora já estão preparando o argumento da perseguição políticaP1 pra jogar na cara do Ministério Público,1,0,1,0,1,1,0,0,0
784,"Não cola mais, Sr. Gavião.","Não cola mais, Sr. Gavião.",0,Não cola mais Sr Gavião,1,0,0,0,1,0,0,0,0
785,"Quem está envolvido até o pescoço no maior esquema de corrupção da história da humanidade não pode e não vai se candidatar, porque será preso, e vai mofar lá dentro.","Quem está envolvido até o pescoço no maior esquema de corrupção da história da humanidade não pode e não vai se candidatar, porque será preso, e vai mofar lá dentro.",0,Quem está envolvido até o pescoço no maior esquema de corrupção da história da humanidade não pode e não vai se candidatar porque será preso e vai mofar lá dentro,0,0,1,0,1,0,0,1,0
791,"O  presidente  de um partido falido, execrado por mais de 60% da população, ainda não lhe caiu a ficha que a única saída é jogar a chave por debaixo da porta e encerrar a carreira, sem choro nem vela.","O  presidente  de um partido falido, execrado por mais de 60% da população, ainda não lhe caiu a ficha que a única saída é jogar a chave por debaixo da porta e encerrar a carreira, sem choro nem vela.",0,O  presidente  de um partido falido execrado por mais de 60 da população ainda não lhe caiu a ficha que a única saída é jogar a chave por debaixo da porta e encerrar a carreira sem choro nem vela,0,0,1,0,1,0,0,1,0
792,Não tem plano B e assimo partido acabará antes de 2018 .,Não tem plano B e assimo partido acabará antes de 2018 .,0,Não tem plano B e assimo partido acabará antes de 2018 ,0,0,1,0,1,0,0,0,0
793,Teste de censura.,Teste de censura.,0,Teste de censura,0,0,1,0,1,0,0,0,0
797,"Pela primeira vez na vida, concordo com uma declaração de Falcão.","Pela primeira vez na vida, concordo com uma declaração de Falcão.",0,Pela primeira vez na vida concordo com uma declaração de Falcão,1,0,1,0,1,0,0,0,0
798,"Só que ele deveria dizer [""Plano Único""]P1 do PT.","Só que ele deveria dizer [""Plano Único""]P1 do PT.",0,Só que ele deveria dizer Plano ÚnicoP1 do PT,1,0,1,0,1,1,0,0,0
799,"O problema, para o  partido  e para Lula, é saber como ele vai sair do enredo da Lava Jato e outras investigações sobre tantas empreiteiras, lobistas, delatores e, claro, do Petrolaão revelado pela Lava Jato, que segue a todo vapor e não dá mostras de terminar.","O problema, para o  partido  e para Lula, é saber como ele vai sair do enredo da Lava Jato e outras investigações sobre tantas empreiteiras, lobistas, delatores e, claro, do Petrolaão revelado pela Lava Jato, que segue a todo vapor e não dá mostras de terminar.",0,O problema para o  partido  e para Lula é saber como ele vai sair do enredo da Lava Jato e outras investigações sobre tantas empreiteiras lobistas delatores e claro do Petrolaão revelado pela Lava Jato que segue a todo vapor e não dá mostras de terminar,1,0,1,0,1,0,0,0,0
802,Um capi de tuti capi e fala em ser candidato. </opiniao>/sentence>,Um capi de tuti capi e fala em ser candidato. </opiniao>/sentence>,0,Um capi de tuti capi e fala em ser candidato opiniaosentence,1,0,1,0,1,0,0,0,0
803,Pelo andar da carruagem nem Lula nem PT chega até 2018 sem cair nas garras da justiça.,Pelo andar da carruagem nem Lula nem PT chega até 2018 sem cair nas garras da justiça.,0,Pelo andar da carruagem nem Lula nem PT chega até 2018 sem cair nas garras da justiça,1,0,1,0,1,0,0,1,0
804,"Após os escândalos que já foram julgados, os escândalos que estão sendo investigados, e os escândalos que ainda serão descobertos, é surpreendente que o  presidente do partido  revele que se pretende apresentar como candidato exatamente a mesma pessoa que esteve no mais alto cargo no início dos escândalos.","Após os escândalos que já foram julgados, os escândalos que estão sendo investigados, e os escândalos que ainda serão descobertos, é surpreendente que o  presidente do partido  revele que se pretende apresentar como candidato exatamente a mesma pessoa que esteve no mais alto cargo no início dos escândalos.",0,Após os escândalos que já foram julgados os escândalos que estão sendo investigados e os escândalos que ainda serão descobertos é surpreendente que o  presidente do partido  revele que se pretende apresentar como candidato exatamente a mesma pessoa que esteve no mais alto cargo no início dos escândalos,0,0,1,1,1,0,0,1,0
805,"Ambos, partido e o brahma, estão liquidados pelo [""conjunto da obra""]P1...","Ambos, partido e o brahma, estão liquidados pelo [""conjunto da obra""]P1...",0,Ambos partido e o brahma estão liquidados pelo conjunto da obraP1,1,0,1,0,1,1,1,0,0
806,"Não vou gastar uma linha mais, para comentar esta obviedade...","Não vou gastar uma linha mais, para comentar esta obviedade...",0,Não vou gastar uma linha mais para comentar esta obviedade,0,0,1,0,1,0,1,0,0
808,temos que ficar simples e lutar muito ou esses caras voltam ou até se perpetuam,temos que ficar simples e lutar muito ou esses caras voltam ou até se perpetuam,0,temos que ficar simples e lutar muito ou esses caras voltam ou até se perpetuam,0,0,1,0,1,0,0,0,0
810,Atentado contra o povo brasileiro!,Atentado contra o povo brasileiro!,0,Atentado contra o povo brasileiro,0,0,1,0,1,0,0,0,0
811,Atentado contra as pessoas do bem!,Atentado contra as pessoas do bem!,0,Atentado contra as pessoas do bem,0,0,1,0,1,0,0,1,0
812,Esse  quer se candidatar de novo?,Esse  quer se candidatar de novo?,0,Esse  quer se candidatar de novo,0,0,1,0,1,0,0,0,0
813,"Bom, se depois de tudo o que está ocorrendo conseguirmos elegê-lo, então o Brasil não vai ter mais jeito.","Bom, se depois de tudo o que está ocorrendo conseguirmos elegê-lo, então o Brasil não vai ter mais jeito.",0,Bom se depois de tudo o que está ocorrendo conseguirmos elegêlo então o Brasil não vai ter mais jeito,1,0,1,0,1,0,0,0,0
814,É o fim.,É o fim.,0,É o fim,0,0,1,0,1,0,0,0,0
815,Inteh.,Inteh.,0,Inteh,0,0,0,0,0,0,0,0,0
